title,date,name,topic,thumbnail,notes,collectionsURL,objectType
Record of Colonel Fairfax's postage account managed by Colonel Washington,"{""Date"": ""September 13, 1773""}","{""Writer"": ""George Washington, American, 1732 - 1799""}","{""Topic"": ""Colonial Era (1607-1776)\nNational Stamp Collection\nCustomers & Commerce""}","https://ids.si.edu/ids/iiif/NPM-0_293996_2c/full/250,/0/default.jpg","{""Description"": ""This is a slip of paper with notations (not George Washington's handwriting) about postage for payment to be made by Colonel George Washington for Colonel George William Fairfax. Washington agreed to manage Fairfax's business accounts when he left Virginia in August 1773. The document includes the name of William Ramsay, who was postmaster at Alexandria, Virginia, by 1772. The amount for Fairfax's outstanding postage totaled ten shillings and ten pence, and according to Washington's account ledgers, he paid the full amount to Ramsay on January 17, 1774.\nReferences:\nAlexandria, Virginia Post Office, https://about.usps.com/who/profile/history/postmaster-finder/postmasters-by-city.htm, accessed July 8, 2025.\nLedger B, 1772-1793, Folio 66, left, The George Washington Financial Papers Project, ed. Jennifer E. Stertzer, et al. (Charlottesville: Washington Papers, 2017). Accessed July 8, http://financial.gwpapers.org/.""}",https://collections.si.edu/search/detail/edanmdm:npm_0.293996.2,"{""Type"": ""Archival Material""}"
Post route map by Abraham Bradley,"{""Date"": ""1796""}","{""Maker"": ""Abraham Bradley""}","{""Topic"": ""Early Nation's Period (1776-1800)\nMaps\nPostal Administration""}","https://ids.si.edu/ids/iiif/NPM-0_293996_1_a-Stitched/full/250,/0/default.jpg","{""Description"": ""This \""First Sheet Comprehending the Nine Northern States, With Parts of Virginia and the Territories North of Ohio\"" is the earliest known section of Abraham Bradley's map series.\nAbraham Bradley, Jr., a lawyer and topographer from Connecticut, was hired as a clerk in the General Post Office by Postmaster General Timothy Pickering in 1791. Bradley quickly made his name as the office\u2019s authority on postal routes and schedules, many of which he devised himself. When Bradley published the first \""Map of the United States, Exhibiting the Post-Roads, the Situations, Connections, and Distances of the Post-Offices,\"" it was barely fifteen years after the War of Independence had ended. Most citizens of the fledgling United States could not conceive of the magnitude of the new nation. They searched for a national culture and identity after the final and official separation from Great Britain. This colorful series of maps, on display in almost every large post office, showed the public a consolidated country with national borders.\nSome of Bradley's maps included detailed charts listing stagecoach schedules along the nation's principle post road. The inclusion of these schedules promoted, encouraged, and broadened popular notions of time that were otherwise confined to seasonal and religious practices. Citizens began to consider (and later demand adherence to) weekly and daily notations of time as measured by the institution of regularly-scheduled mail service.""}",https://collections.si.edu/search/detail/edanmdm:npm_0.293996.1,"{""Type"": ""Archival Material""}"
Letter to General Edward Hand by Jasper Yeates,"{""Date"": ""December 6, 1789""}",,"{""Topic"": ""Early Nation's Period (1776-1800)""}","https://ids.si.edu/ids/iiif/NPM-0_260305_7_20_1_e/full/250,/0/default.jpg","{""Description"": ""Stampless cover sent from J. Yeates to General Edward Hand has no postal markings. Docketing is dated December 6, 1789, with Lancaster, Pennsylvania given as location of the writer Jasper Yeates. The single sheet folded letter has not postal markings or rate and is addressed to Edward Hand, Esquire, in Convention in Philadelphia for the state constitution that would be ratified in 1790.\n1789 was a significant year in United States' history; the Constitution had been ratified, in the spring George Washington was inaugurated as the nation's first President, and the Judiciary Act of 1789 provided for a Supreme Court. The state of Pennsylvania was convening delegates in Philadelphia in 1789 to debate the state constitution. There was a great power struggle for the state government between the urban Philadelphians and the rural population. Ultimately, the \""urbans\"" prevailed, and the government was revamped to be more centralized.\nThere is another letter from Yeates to Hand dated December 14, 1789, in the collection, see object 0.260305.7.21.1. See also object records 0.260305.7.18.1 and 0.260305.7.19.1 for correspondence dating to 1782.\nReferences\nFoster, Joseph S. \u201cThe Politics of Ideology: The Pennsylvania Constitutional Convention of 1789-90.\u201d Pennsylvania History: A Journal of Mid-Atlantic Studies 59, no. 2 (1992): 122\u201344.""}",https://collections.si.edu/search/detail/edanmdm:npm_0.260305.7.20.1,"{""Type"": ""Covers & Associated Letters""}"
Letter to General Edward Hand from Jasper Yeates,"{""Date"": ""November 5, 1782""}",,,"https://ids.si.edu/ids/iiif/NPM-0_260305_7_19_1_e/full/250,/0/default.jpg","{""Description"": ""Folded letter to General Edward Hand sent from Jasper Yeates and written on November 1782. See also object record 0.260305.7.21.1 for their correpsondence dating to 1789.""}",https://collections.si.edu/search/detail/edanmdm:npm_0.260305.7.19.1,"{""Type"": ""Covers & Associated Letters""}"
Letter to Colonel Edward Hand from Jasper Yeates,"{""Date"": ""July 11, 1776""}",,"{""Topic"": ""Covers & Letters""}","https://ids.si.edu/ids/iiif/NPM-0_260305_7_18_1_c/full/250,/0/default.jpg","{""Description"": ""This letter was sent to Colonel Edward Hand by Jasper Yeates during the American Revolutionary War. Writing on the front and back of a single page, Yeates shares strategical information with the Colonel, ranging from his position and future movements to financial matters. Early in the letter he mentions his upcoming journey, writing: \""I go tomorrow to Fort Pitt, under the Appointment of a Commission for treating with the Indians in the 25th Instant.\"" Despite the business attended to in the letter, the tone remains informal and Yeates takes time to mention both his wife and that of the Colonel.\nJasper Yeates was a lawyer from Pennsylvania, a strong Patriot who went on to be among the delegates who ratified the United States Constitution in 1787. Edward Hand was an Irish born medic who rose to the rank of Brigadier General during the siege of Yorktown. The two men knew each other from Lancaster, Pennsylvania where they had lived prior to the beginning of the Revolutionary War.\nThe Revolutionary Wars saw the beginnings of the American postal system. Originally operating alongside the British Royal Mail, William Goddard\u2019s Newspaper carrier service effectively developed into the postal service of independent America. Despite problems with fraud, staffing and high expenditure, the postal service in those early years of the new state established the foundation of the U.S. postal system.\nReferences\nBiographical Directory of the United States Congress. \u201cHand, Edward (1744 - 1802)\u201d, http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000153 (Accessed July 25, 2011).\nFitzpatrick, John. C. \u201cThe Post Office of the Revolutionary War\u201d. Daughters of the American Revolution Magazine vol. 362 (1922): 575-588.\nLandis, Charles I et al. \u201cJasper Yeates and His Times\u201d. The Pennsylvania Magazine of History and Bibliography vol. 46 (1922): 199-231. (http://www.jstor.org/stable/20086481)""}",https://collections.si.edu/search/detail/edanmdm:npm_0.260305.7.18.1,"{""Type"": ""Covers & Associated Letters""}"
Letter to John Soullier,"{""Date"": ""1796""}",,,"https://ids.si.edu/ids/iiif/NPM-0_233771_1_b/full/250,/0/default.jpg","{""Description"": ""Folded letter to John Soullier, 1796""}",https://collections.si.edu/search/detail/edanmdm:npm_0.233771.1,"{""Type"": ""Covers & Associated Letters""}"
Wilmington*D straight line in black,"{""Date"": ""October 30, 1793""}",,,"https://ids.si.edu/ids/iiif/NPM-0_205561_16_a/full/250,/0/default.jpg","{""Description"": ""Wilmington*D folded letter to Major E Dulith and Wacksmuth""}",https://collections.si.edu/search/detail/edanmdm:npm_0.205561.16,"{""Type"": ""Covers & Associated Letters""}"
"An Impartial History of the War in America, Vol. 2","{""Date"": ""c. 1782""}","{""Author"": ""James Murray, 1732? - 1782"", ""Engraver"": ""Robert Pollard, 1755 - 1838""}","{""Topic"": ""Portrait""}","https://ids.si.edu/ids/iiif/NPG-7510044B_15-000001/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.75.28.2,"{""Type"": ""Book""}"
"An Impartial History of the War in America, Vol. 1","{""Date"": ""c. 1782""}","{""Author"": ""James Murray, 1732? - 1782"", ""Engraver"": ""Robert Pollard, 1755 - 1838""}","{""Topic"": ""Portrait""}","https://ids.si.edu/ids/iiif/NPG-7510044B/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_S_NPG.75.28.1,"{""Type"": ""Book""}"
"New Universal Biographical Dictionary and American Remembrancer, Vol. 4","{""Date"": ""c. 1801""}","{""Author"": ""James Hardie""}","{""Topic"": ""Portrait""}","https://ids.si.edu/ids/iiif/NPG-NPG_80_184_4_front/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_NPG.80.184.4,"{""Type"": ""Book""}"
"New Universal Biographical Dictionary and American Remembrancer, Vol. 3","{""Date"": ""c. 1801""}","{""Author"": ""James Hardie""}","{""Topic"": ""Portrait""}","https://ids.si.edu/ids/iiif/NPG-NPG_80_184_3_front/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_NPG.80.184.3,"{""Type"": ""Book""}"
"New Universal Biographical Dictionary and American Remembrancer, Vol. 2","{""Date"": ""c. 1801""}","{""Author"": ""James Hardie""}","{""Topic"": ""Portrait""}","https://ids.si.edu/ids/iiif/NPG-NPG_80_184_2_front/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_NPG.80.184.2,"{""Type"": ""Book""}"
"New Universal Biographical Dictionary and American Remembrancer, Vol. 1","{""Date"": ""c. 1801""}","{""Author"": ""James Hardie""}","{""Topic"": ""Portrait""}","https://ids.si.edu/ids/iiif/NPG-NPG_80_184_1_front/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_NPG.80.184.1,"{""Type"": ""Book""}"
The Vision of Columbus,"{""Date"": ""1793""}","{""Author"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}","{""Topic"": ""Portrait""}","https://ids.si.edu/ids/iiif/NPG-NPG_80_120/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_NPG.80.120,"{""Type"": ""Book""}"
"Phillis Wheatley (frontispiece to ""Poems on Various Subjects, Religious and Moral"")","{""Date"": ""1773""}","{""Artist"": ""Unidentified Artist"", ""Sitter"": ""Phillis Wheatley, c. 1753 - 5 Dec 1784""}","{""Topic"": ""Printed Material\\Book\nCostume\\Headgear\\Hat\\Cap\nHome Furnishings\\Furniture\\Table\\Writing table\nEquipment\\Drafting & Writing Implements\\Writing implement\\Pen\\Quill\nEquipment\\Drafting & Writing Implements\\Inkstand\nPrinted Material\\Papers\\Letter\nIllustration\nBook\\Frontispiece\nPhillis Wheatley: Female\nPhillis Wheatley: Arts and Culture\\Literature\\Writer\\Poet\nPhillis Wheatley: Law and Crime\\Enslaved person\nPortrait""}","https://ids.si.edu/ids/iiif/NPG-NPG_77_2Wheatley-000001/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_NPG.77.2,"{""Type"": ""Book""}"
"Késkètomah, Ancien Sachem de la Nation Onondaga","{""Date"": ""1801""}","{""Artist"": ""Barth\u00e9lemy-Joseph-Fuleran Roger, 1770 - 1840"", ""Copy after"": ""Bonfils"", ""Sitter"": ""Kesketomah"", ""Author"": ""Michel Guillaume Jean de Cr\u00e8vecoeur""}","{""Topic"": ""Costume\\Jewelry\\Earring\nPrint\nCostume\\Dress Accessory\\Feather\nHome Furnishings\\Blanket\nKesketomah: Male\nKesketomah: Politics and Government\\Native American leader\\Chief\nPortrait""}","https://ids.si.edu/ids/iiif/NPG-NPG_2020_115_1/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_NPG.2020.115.1,"{""Type"": ""Book""}"
"Ledger book of William Bache, with associated pieces","{""Date"": ""c. 1803-12""}","{""Artist"": ""William Bache, 22 Dec 1771 - 9 Jul 1845""}","{""Topic"": ""Book\\Album\nPortrait""}","https://ids.si.edu/ids/iiif/NPG-NPG_2002_184_FrontCover-000001/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_NPG.2002.184,"{""Type"": ""Book""}"
"Manuscript for Book VI of Joel Barlow's ""The Columbiad""","{""Date"": ""c. 1787?""}","{""Author"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}",,,,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.78.9,"{""Type"": ""Document""}"
"Letter from George Washington to Mrs. Penn regarding ""The Vision of Columbus""","{""Date"": ""September 18, 1787""}","{""Author"": ""George Washington, 22 Feb 1732 - 14 Dec 1799"", ""Associated Person"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}","{""Topic"": ""Autograph\nDocument\\Letter""}",,,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.78.8,"{""Type"": ""Document""}"
"""The Vision of Columbus"" by Joel Barlow","{""Date"": ""1787""}","{""Author"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}",,,,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.78.7,"{""Type"": ""Book""}"
"""The Columbiad"" by Joel Barlow","{""Date"": ""1807""}","{""Author"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}","{""Topic"": ""Autograph""}",,,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.78.11,"{""Type"": ""Book""}"
Document bestowing French citizenship on Joel Barlow,"{""Date"": ""1793""}","{""Associated Person"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}",,,,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.78.10,"{""Type"": ""Document""}"
"""Shays Rebellion"" in the Massachusetts Gazette","{""Date"": ""September 8, 1786""}","{""Publication"": ""Massachusetts Gazette"", ""Associated Person"": ""Daniel Shays, 1747? - 29 Sep 1825""}","{""Topic"": ""Newspaper""}","https://ids.si.edu/ids/iiif/NPG-AD_NPG_77_5ShaysRebellion-000002/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.77.5,"{""Type"": ""Periodical""}"
Thomas Jefferson's and James Madison's autographs,"{""Date"": ""December 23, 1806""}","{""Signer"": ""Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826\nJames Madison, 16 Mar 1751 - 28 Jun 1836""}","{""Topic"": ""Autograph""}",,,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.77.31,"{""Type"": ""Document""}"
William Henry Harrison's autograph,"{""Date"": ""March 28, 1795""}","{""Signer"": ""William Henry Harrison, 9 Feb 1773 - 4 Apr 1841""}","{""Topic"": ""Autograph""}",,,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.77.29,"{""Type"": ""Document""}"
Letter from George Washington to Gilbert Stuart,"{""Date"": ""April 11, 1796""}","{""Author"": ""George Washington, 22 Feb 1732 - 14 Dec 1799"", ""Addressee"": ""Gilbert Stuart, 3 Dec 1755 - 9 Jul 1828""}","{""Topic"": ""Autograph\nDocument\\Letter""}","https://ids.si.edu/ids/iiif/NPG-AD_NPG_2022_2_1L_inex/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.2022.2,"{""Type"": ""Document""}"
"Bill of sale for Flora, a woman enslaved in Connecticut","{""Date"": ""December 13, 1796""}","{""Associated Person"": ""Flora, c. 1775 - 1815"", ""Signer"": ""Margaret DeWitt Dwight""}",,"https://ids.si.edu/ids/iiif/NPG-AD_NPG_2021_1_int/full/250,/0/default.jpg",,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.2021.1,"{""Type"": ""Document""}"
document,"{""Date made"": ""1797""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_989250,"{""Object Name"": ""Document""}"
"Almanack, United States, 1787","{""date made"": ""1787"", ""associated date"": ""1787""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_989077,"{""Object Name"": ""almanac""}"
"30 Pounds, Connecticut, 1778","{""date made"": ""1778"", ""date on object"": ""1778-02-12""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_988448,"{""Object Name"": ""Receipt"", ""Other Terms"": ""Receipt; 1778 02 12""}"
"4 1/2 Dollars, New York, 1780","{""date made"": ""1780"", ""date on object"": ""1780-03-01""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_984746,"{""Object Name"": ""Certificate"", ""Other Terms"": ""Certificate; Signature""}"
11 1/4 Dollar & Cent,"{""Date made"": ""1783""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_984745,"{""Object Name"": ""Receipt"", ""Other Terms"": ""Receipt; Signature""}"
50 Dollar & Cent,"{""Date made"": ""1783""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_984744,"{""Object Name"": ""Receipt"", ""Other Terms"": ""Receipt; Signature""}"
"116 Dollars, Massachusetts, 1798","{""date made"": ""1798"", ""date on object"": ""1798-08-13"", ""associated date"": ""1798 08 13""}","{""associated person"": ""Jackson, Henry""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_977279,"{""Object Name"": ""Receipt"", ""Other Terms"": ""Receipt; Signature""}"
Order for Whiskey,"{""Date made"": ""1794""}","{""Associated Name"": ""Harrison, William Henry""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_964543,"{""Object Name"": ""Order"", ""Object Type"": ""order""}"
"Sheets, Attempt of a History of Calculating Machines","{""date made"": ""1804""}","{""maker"": ""Bischoff, Johann Paul""}","{""Subject"": ""Mathematics""}",,"{""Description"": ""This typescript is a translation from German of part of an 1804 book (or manuscript) by the Bavarian Johann Paul Bischoff. His title was <I>Versuch einer Geschichte der Rechenmaschine</I> (<I>Attempt of a History of Calculating Machines</I>). The document is from the library of Felt & Tarrant.\nFor related accessions see 305775 and 250163."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_905173,"{""Object Name"": ""Sheets, Set Of""}"
"The History and Present State of Discoveries Relating to Vision, Light, and Colours","{""Date made"": ""1772""}","{""maker"": ""Priestley, Joseph""}","{""Subject"": ""Books""}",,"{""Description"": ""A book about the Science and Philosophy of Vision, Light, and Colours. First Volume of the history of all the branches of experimental philosophy. A Biographical chart of discoveries in front and 173 illustrations in the back. 812 pages plus index. 1772. New cloth binding, blue.\nAuthor: Joseph Priestley. Publisher: J. Johnson\nInside the cover on the first page of the original document is the name Irwin G. Priest, 1926. Priest is responsible for many articles in the Journal of the Optical Society of America and served as its President 1928-1929."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_892236,"{""Object Name"": ""Book\nbook""}"
letter,"{""date made"": ""1776""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_848173,"{""Object Name"": ""Letter""}"
letter,"{""date made"": ""1777""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_848156,"{""Object Name"": ""Letter""}"
letter,"{""date made"": ""1807""}","{""associated person"": ""Clinton, De Witt""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_848148,"{""Object Name"": ""Letter""}"
letter,"{""date made"": ""1801""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_848138,"{""Object Name"": ""Letter""}"
letter,"{""date made"": ""1770""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_847941,"{""Object Name"": ""Letter""}"
publisher's notice,"{""date made"": ""1806""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_847892,"{""Object Name"": ""Publisher's Notice""}"
letter,"{""date made"": ""1783-08-04""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_847891,"{""Object Name"": ""Letter""}"
letter,"{""date made"": ""ca 1799""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_847890,"{""Object Name"": ""Letter""}"
letter,"{""date made"": ""1787-10-17""}","{""associated person"": ""Mitchell, Thomas""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_847889,"{""Object Name"": ""Letter""}"
publisher's notice,"{""date made"": ""1806""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_847881,"{""Object Name"": ""Publisher's Notice""}"
Seizure Order,"{""date made"": ""1784""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_843050,"{""Object Name"": ""Document""}"
The Book of Common Prayer ...,"{""date made"": ""1772"", ""associated date"": ""1772""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_809883,"{""Object Name"": ""Book"", ""Other Terms"": ""Book; Bookbinding""}"
A New Version of the Psalms of David ...,"{""date made"": ""1772"", ""associated date"": ""1789""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_809874,"{""Object Name"": ""Book"", ""Other Terms"": ""Book; Bookbinding""}"
English manuscript,"{""date made"": ""1800""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_808115,"{""Object Name"": ""Sheet (Paper)\nsheet (paper)\nmanuscript"", ""Other Terms"": ""Sheet (Paper); Manuscript""}"
copy book letter learning,"{""date made"": ""ca 1800""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_682563,"{""Object Name"": ""Document\nfraktur\ndocument\nfraktur vorschriften"", ""Object Type"": ""Pen and Ink""}"
birth and baptismal certificate,"{""date made"": ""1808"", ""associated date"": ""1808 10 02""}","{""associated user"": ""unknown\nunknown""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_682561,"{""Object Name"": ""Document\ncertificate\nfraktur"", ""Object Type"": ""Pen and Ink""}"
birth and baptismal certificate,"{""date made"": ""1808"", ""associated date"": ""1808 07 30""}","{""associated user"": ""unknown\nunknown"", ""maker"": ""unknown""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_682560,"{""Object Name"": ""Document\ncertificate\nfraktur"", ""Object Type"": ""Pen and Ink""}"
copy book letter learning,"{""date made"": ""ca 1783"", ""associated date"": ""1783 03 18""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_682558,"{""Object Name"": ""Documents, Pair of\ndocument\ncertificate\nfraktur\nfraktur vorschriften"", ""Object Type"": ""Pen and Ink""}"
birth and baptismal certificate,"{""date made"": ""1773"", ""associated date"": ""1773 03 21""}","{""associated user"": ""unknown\nunknown""}",,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_682557,"{""Object Name"": ""Document\ncertificate\nfraktur"", ""Object Type"": ""Pen and Ink""}"
American Definition Spelling Book,"{""Date made"": ""1809""}","{""author"": ""Kneeland, Abner"", ""printer; publisher"": ""Hough, George""}","{""used"": ""Education""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_679321,"{""Object Name"": ""Book"", ""Object Type"": ""Books""}"
naturalization certificate,"{""Date made"": ""1808""}",,"{""Subject"": ""Migration\nCitizenship""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_676760,"{""Object Name"": ""naturalization certificate""}"
"contract, indenture","{""date made"": ""1804-02-06"", ""associated date"": ""1804""}",,"{""referenced"": ""Education"", ""general subject association"": ""Business""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_675382,"{""Object Name"": ""Indenture\ncontract, indenture""}"
"The New-England Primer Improved, 1922","{""date made"": ""1808"", ""associated date"": ""1808""}","{""printer"": ""Brynberg, Peter""}","{""general subject association"": ""Education""}",,"{""Description (Brief)"": ""The New England Primer was the first reading primer designed in the American colonies. It is considered one of the most successful textbooks of the 18th century and continued with improved editions into the 19th century. Alphabet verses teaching morality lessons concerning good and evil comprise much of the book. Many of the teachings can be found from the King James Bible as well as Puritan ideals. Secular alphabet passages came later. The New England Primer also contained a catechism with questions and answers about faith and prayers. First published by Benjamin Harris in 1686 in Boston, the book was found in many homes along with the Bible. Modeled after British primers that had been created to educate the illiterate during the Reformation, this primer was nicknamed \""The Little Bible of New England\"" and was used in early colonial schools such as Boston Latin School. Versions varied locally with the selection of lessons, and publisher and bookseller advertisements were included in many.\nThis is a 71 page hand bound edition published in 1808 and later reprinted in 1822 by Peter Brynberg (1755?-1816). Brynberg had a bookstore in Wilmington, Delaware. He published the Christian Repository and the Wilmington Gazette 1791-1799 with partner Samuel Andrews), and printed educational and religious books. His business was at Fourth and Shipley Streets.\nMost primers were small to fit in a child's hand; this one is 3 5/8 inches x 3 inches. Unfortunately missing its hardcover and part of the last page, which has an inscription in verse and a signature of the owner from 1822. It has black block illustrations to accompany the morality lessons and the alphabet verses."", ""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_663068,"{""Object Name"": ""Book""}"
Andrew James Caldwell,"{""Date made"": ""1806"", ""associated date"": ""1806""}","{""purchase"": ""Ray, Samuel""}","{""Subject"": ""Citizenship\nImmigration""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_660352,"{""Object Name"": ""certificate, naturalization""}"
"Mariner's Compass ... Rectified ..., The","{""Date made"": ""1772"", ""associated date"": ""1772""}","{""user"": ""Galbraith, James""}","{""Subject"": ""Travel\nImmigration\nSailing Ships\nSailors""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_660209,"{""Object Name"": ""Book""}"
... Oration ... at the Funeral of ... John Winthrop,"{""date made"": ""1779"", ""associated date"": ""1779""}","{""referenced"": ""Winthrop, John""}","{""religion association"": ""Protestantism""}",,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_659838,"{""Object Name"": ""Pamphlet""}"
book,"{""Date made"": ""1782""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547181,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1778""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547180,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1777""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547179,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1780""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547178,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1780""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547177,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1779""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547176,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1778""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547175,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1781""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547174,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1781""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547173,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1776""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547172,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1775""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547171,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1778""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547170,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1774""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547169,"{""Object Name"": ""Book""}"
book,"{""Date made"": ""1774""}",,,,"{""Location"": ""Currently not on view""}",https://collections.si.edu/search/detail/edanmdm:nmah_547168,"{""Object Name"": ""Book""}"
